EmployeeID,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
1722,3,4,3,4,1,33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,1,Male,2,Laboratory Technician,Divorced,90690,3,Y,25,8,1,15,3,13,4,7
1723,2,3,3,2,NA,54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Female,2,Sales Executive,Married,40140,2,Y,19,8,1,16,4,9,7,1
1724,2,3,2,2,3,36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Male,2,Research Scientist,Divorced,59150,2,Y,13,8,1,13,3,3,0,2
1725,1,3,1,4,3,27,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,5,Research Director,Single,59930,0,Y,14,8,1,5,3,4,1,1
1726,2,3,4,3,3,20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,5,Sales Representative,Single,61620,1,Y,12,8,3,1,2,1,1,1
1727,3,3,1,1,3,33,Yes,Travel_Frequently,Research & Development,15,4,Medical,1,Female,1,Laboratory Technician,Single,24060,1,Y,11,8,0,10,3,10,9,7
1728,4,3,3,3,3,35,No,Non-Travel,Research & Development,2,1,Medical,1,Male,1,Research Scientist,Married,187400,1,Y,19,8,1,1,2,1,0,0
1729,3,3,1,1,4,23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Healthcare Representative,Married,76370,2,Y,11,8,1,5,3,3,0,2
1730,3,3,4,2,3,25,No,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Manufacturing Director,Married,100960,0,Y,11,8,1,4,3,3,1,2
1731,2,4,4,4,3,38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Male,5,Research Scientist,Single,147560,0,Y,20,8,1,8,3,7,0,5
1732,2,3,2,4,3,29,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,4,Healthcare Representative,Divorced,64990,1,Y,18,8,3,10,3,10,2,8
1733,4,3,2,2,3,48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,1,Male,1,Sales Executive,Married,97240,3,Y,13,8,0,12,2,2,2,2
1734,3,3,4,4,3,27,No,Travel_Frequently,Sales,4,3,Technical Degree,1,Male,5,Laboratory Technician,Divorced,21940,1,Y,12,8,0,6,5,6,0,4
1735,4,3,4,4,3,37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Male,3,Manager,Single,33880,3,Y,11,8,0,4,2,1,0,0
1736,4,3,4,3,3,50,No,Travel_Rarely,Sales,5,3,Medical,1,Male,1,Laboratory Technician,Married,54730,1,Y,19,8,1,20,2,20,3,8
1737,3,4,4,2,4,34,No,Travel_Rarely,Research & Development,18,1,Medical,1,Male,1,Healthcare Representative,Single,27030,1,Y,21,8,1,9,2,8,7,7
1738,1,3,1,3,3,24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,1,Female,1,Healthcare Representative,Single,25010,9,Y,12,8,0,4,3,2,2,0
1739,3,3,4,3,3,39,No,Travel_Rarely,Research & Development,12,5,Medical,1,Female,1,Sales Representative,Single,62200,1,Y,14,8,2,20,2,20,11,10
1740,1,3,4,4,2,32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,5,Research Scientist,Single,30380,1,Y,11,8,0,10,5,10,0,8
1741,2,3,2,3,3,50,Yes,Travel_Frequently,Research & Development,4,2,Medical,1,Male,4,Sales Representative,Married,44240,3,Y,14,8,1,18,2,4,1,3
1742,2,3,2,4,2,38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Male,1,Sales Executive,Single,43120,0,Y,12,8,1,10,2,9,1,8
1743,2,4,3,1,3,27,No,Travel_Rarely,Research & Development,10,3,Medical,1,Male,5,Research Scientist,Married,132450,1,Y,23,8,1,9,3,9,0,7
1744,3,3,3,4,3,32,No,Travel_Rarely,Sales,1,3,Medical,1,Male,2,Sales Executive,Single,136640,3,Y,14,8,0,10,6,7,7,7
1745,3,3,4,1,3,47,No,Travel_Rarely,Research & Development,2,3,Medical,1,Female,5,Sales Executive,Single,50210,2,Y,17,8,0,20,3,7,1,7
1746,3,3,4,1,3,40,No,Travel_Frequently,Research & Development,3,4,Medical,1,Female,3,Human Resources,Married,51260,5,Y,18,8,0,20,2,18,1,12
1747,3,3,3,3,3,53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,1,Male,2,Laboratory Technician,Married,28590,3,Y,18,8,1,32,2,5,1,3
1748,3,4,2,4,2,41,No,Travel_Rarely,Sales,6,3,Medical,1,Male,1,Sales Executive,Divorced,102390,3,Y,24,8,3,23,3,21,12,6
1749,4,4,1,1,3,60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,5,Laboratory Technician,Single,53290,8,Y,20,8,0,10,3,2,2,2
1750,2,3,4,1,2,27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,1,Male,2,Manufacturing Director,Divorced,43250,1,Y,14,8,0,9,2,9,1,7
1751,3,3,4,3,3,41,No,Travel_Rarely,Research & Development,3,3,Medical,1,Male,1,Manufacturing Director,Married,72600,1,Y,16,8,0,22,2,22,2,10
1752,4,4,4,2,3,50,No,Travel_Rarely,Sales,9,3,Life Sciences,1,Male,2,Research Scientist,Married,23220,7,Y,25,8,1,4,0,2,2,2
1753,2,3,1,2,3,28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,1,Male,3,Research Scientist,Single,20750,7,Y,18,8,3,10,0,7,3,7
1754,3,3,1,1,3,36,No,Non-Travel,Research & Development,10,4,Technical Degree,1,Female,2,Research Scientist,Married,41520,9,Y,19,8,1,10,3,8,0,5
1755,3,3,3,3,4,38,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,3,Manager,Single,96190,4,Y,13,8,1,10,2,1,0,0
1756,2,3,1,3,3,44,No,Non-Travel,Research & Development,8,2,Life Sciences,1,Male,1,Research Scientist,Single,135030,2,Y,12,8,0,9,6,5,1,4
1757,2,4,4,3,2,47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,1,Male,1,Research Scientist,Divorced,54410,9,Y,22,8,1,28,6,22,11,13
1758,3,3,3,4,2,30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Male,2,Sales Executive,Divorced,52090,7,Y,14,8,1,10,3,8,7,7
1759,3,3,3,3,3,29,No,Travel_Rarely,Research & Development,1,2,Medical,1,Female,1,Sales Executive,Single,106730,1,Y,13,8,3,1,2,1,0,0
1760,3,4,3,3,3,42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,1,Female,1,Sales Executive,Divorced,50100,6,Y,21,8,3,7,3,2,2,2
1761,3,3,4,4,3,43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,1,Male,1,Laboratory Technician,Married,135490,3,Y,11,8,2,7,3,2,2,2
1762,4,3,2,3,3,34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,1,Male,2,Healthcare Representative,Single,49990,3,Y,12,8,2,10,2,5,4,3
1763,3,3,2,1,4,23,No,Travel_Rarely,Sales,13,3,Marketing,1,Male,5,Sales Executive,Married,42210,1,Y,11,8,1,5,4,4,0,2
1764,2,3,3,2,1,39,No,Travel_Rarely,Sales,2,4,Marketing,1,Female,4,Healthcare Representative,Married,138720,9,Y,12,8,3,12,3,8,3,6
1765,3,3,3,4,2,56,No,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Manager,Married,20420,7,Y,12,8,0,30,6,10,1,1
1766,3,3,4,4,2,40,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,2,Research Scientist,Single,20730,0,Y,14,8,0,5,3,4,2,3
1767,3,3,4,1,1,27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,1,Laboratory Technician,Single,29560,8,Y,13,8,0,9,6,7,0,7
1768,2,3,4,2,3,29,No,Travel_Rarely,Sales,20,3,Marketing,1,Female,2,Manager,Divorced,29260,1,Y,15,8,1,2,3,2,2,2
1769,3,3,4,4,3,53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Female,3,Laboratory Technician,Single,48090,2,Y,18,8,0,19,2,2,2,2
1770,3,3,4,1,4,35,No,Non-Travel,Research & Development,5,1,Medical,1,Male,1,Healthcare Representative,Divorced,51630,2,Y,18,8,2,16,4,1,0,0
1771,1,3,1,4,3,32,No,Travel_Frequently,Sales,4,4,Life Sciences,1,Male,2,Sales Executive,Married,188440,1,Y,19,8,0,10,3,10,4,7
1772,3,3,4,3,1,38,No,Travel_Rarely,Sales,10,3,Medical,1,Male,4,Laboratory Technician,Married,181720,6,Y,12,8,2,6,5,1,0,1
1773,2,3,2,1,3,34,No,Travel_Rarely,Research & Development,20,3,Medical,1,Female,3,Laboratory Technician,Divorced,57440,3,Y,19,8,1,7,4,0,0,0
1774,3,3,3,1,4,52,No,Travel_Rarely,Sales,21,5,Technical Degree,1,Male,3,Manager,Married,28890,1,Y,11,8,1,34,2,34,1,16
1775,3,3,4,4,2,33,Yes,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,Laboratory Technician,Single,28710,1,Y,17,8,3,10,2,10,7,8
1776,3,3,3,4,2,25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Male,2,Research Scientist,Single,74840,1,Y,15,8,0,6,3,6,1,4
1777,3,3,2,3,3,45,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,3,Healthcare Representative,Single,60740,0,Y,14,8,0,9,2,8,3,1
1778,1,3,1,3,3,23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,Female,2,Research Scientist,Single,173280,1,Y,17,8,1,2,2,2,0,2
1779,3,3,2,3,3,47,Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,1,Male,1,Research Director,Single,27740,4,Y,13,8,1,8,2,5,1,3
1780,3,3,4,4,3,34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,1,Male,1,Research Scientist,Single,45050,1,Y,12,8,0,6,3,6,1,4
1781,3,3,4,1,3,55,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,1,Male,4,Laboratory Technician,Married,74280,5,Y,12,8,0,24,2,5,1,4
1782,1,3,1,1,3,36,No,Non-Travel,Research & Development,7,2,Life Sciences,1,Male,5,Sales Executive,Single,116310,1,Y,18,8,1,10,2,10,0,9
1783,3,3,4,4,3,52,No,Non-Travel,Research & Development,1,4,Life Sciences,1,Male,5,Sales Executive,Married,97380,0,Y,18,8,2,5,2,4,1,2
1784,3,3,1,4,3,26,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,Male,1,Manufacturing Director,Divorced,28350,3,Y,11,8,1,5,2,2,2,0
1785,3,3,2,3,2,29,No,Travel_Rarely,Research & Development,10,2,Medical,1,Male,3,Manufacturing Director,Married,169590,4,Y,14,8,3,11,5,8,1,1
1786,3,3,4,1,NA,26,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,2,Laboratory Technician,Single,26130,6,Y,19,8,1,6,2,4,1,2
1787,3,3,2,4,3,34,No,Travel_Rarely,Research & Development,14,4,Technical Degree,1,Male,2,Manufacturing Director,Single,61460,2,Y,12,8,0,10,3,4,1,3
1788,3,3,4,1,3,54,No,Travel_Rarely,Research & Development,18,4,Medical,1,Female,2,Laboratory Technician,Divorced,49630,9,Y,15,8,1,9,2,5,1,4
1789,3,3,3,4,3,27,No,Travel_Frequently,Research & Development,13,2,Life Sciences,1,Female,4,Research Scientist,Married,195370,0,Y,12,8,0,5,5,4,1,1
1790,3,3,4,1,2,37,No,Travel_Rarely,Sales,2,4,Technical Degree,1,Male,2,Manufacturing Director,Divorced,61720,0,Y,11,8,0,6,1,5,4,3
1791,3,3,1,1,3,38,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Female,2,Research Scientist,Single,23680,6,Y,11,8,1,17,3,15,4,12
1792,3,3,3,1,3,34,No,Travel_Rarely,Sales,2,3,Marketing,1,Male,1,Sales Representative,Single,103120,1,Y,12,8,0,6,2,6,1,3
1793,2,3,1,4,2,35,No,Travel_Rarely,Research & Development,5,4,Medical,1,Male,3,Manager,Married,16750,1,Y,16,8,0,3,6,3,0,2
1794,3,3,4,3,3,30,No,Travel_Rarely,Research & Development,20,3,Medical,1,Male,1,Laboratory Technician,Married,25230,3,Y,13,8,1,7,2,2,0,2
1795,4,3,3,2,3,40,No,Travel_Frequently,Research & Development,10,4,Medical,1,Male,2,Manufacturing Director,Married,65670,1,Y,13,8,1,8,3,8,3,7
1796,3,4,3,1,3,34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Male,3,Healthcare Representative,Married,47390,5,Y,24,8,2,6,2,3,1,2
1797,4,3,2,4,2,42,No,Travel_Frequently,Research & Development,9,4,Medical,1,Male,1,Manufacturing Director,Divorced,92080,1,Y,15,8,1,24,2,24,14,9
1798,2,3,3,1,3,23,Yes,Travel_Rarely,Sales,2,3,Medical,1,Female,4,Manufacturing Director,Married,45590,1,Y,18,8,1,1,2,0,0,0
1799,3,3,3,2,3,24,No,Non-Travel,Sales,1,5,Marketing,1,Female,1,Manufacturing Director,Divorced,81890,1,Y,14,8,1,1,3,1,0,0
1800,2,3,4,3,3,52,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,Male,2,Manufacturing Director,Married,29420,8,Y,11,8,1,9,1,5,1,4
1801,1,3,3,3,3,50,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,2,Sales Executive,Married,49410,5,Y,11,8,1,30,3,4,0,3
1802,4,3,2,1,3,29,Yes,Travel_Rarely,Sales,2,4,Marketing,1,Female,4,Research Scientist,Married,106500,1,Y,13,8,2,1,2,1,0,0
1803,3,3,3,3,4,33,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Male,4,Manufacturing Director,Married,59020,0,Y,12,8,1,14,2,13,3,7
1804,2,3,1,1,3,33,Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,1,Male,1,Human Resources,Single,86390,5,Y,16,8,2,6,3,3,0,2
1805,4,3,3,4,2,47,No,Travel_Rarely,Research & Development,6,4,Other,1,Male,2,Manager,Married,63470,1,Y,14,8,0,26,2,26,3,0
1806,3,4,3,2,3,36,No,Travel_Rarely,Sales,6,3,Medical,1,Female,2,Sales Executive,Married,42000,0,Y,22,8,0,10,3,9,0,5
1807,2,3,3,3,3,29,No,Travel_Rarely,Research & Development,10,3,Other,1,Male,1,Research Scientist,Married,34520,1,Y,11,8,0,10,3,10,0,7
1808,3,3,4,2,3,58,Yes,Travel_Rarely,Research & Development,24,3,Other,1,Female,2,Research Scientist,Single,43170,7,Y,17,8,0,40,2,31,13,8
1809,4,3,4,3,3,35,No,Travel_Rarely,Sales,10,4,Marketing,1,Female,1,Research Scientist,Single,26320,3,Y,13,8,3,7,3,2,2,2
1810,3,3,4,4,3,42,No,Travel_Rarely,Sales,15,1,Marketing,1,Male,2,Laboratory Technician,Married,46680,9,Y,18,8,2,8,2,4,0,2
1811,2,3,3,3,2,28,Yes,Travel_Rarely,Research & Development,19,4,Medical,1,Female,2,Sales Executive,Single,32040,6,Y,16,8,1,5,4,2,2,1
1812,3,3,3,2,3,36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Healthcare Representative,Married,27200,4,Y,14,8,1,8,3,5,0,4
1813,2,3,NA,3,3,32,No,Travel_Rarely,Research & Development,3,1,Medical,1,Male,2,Manufacturing Director,Married,171810,1,Y,14,8,0,14,2,14,6,8
1814,3,3,1,3,3,40,No,Travel_Frequently,Sales,9,3,Marketing,1,Male,3,Manufacturing Director,Single,22380,6,Y,14,8,0,10,3,1,0,0
1815,3,3,3,4,2,30,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,Male,2,Research Director,Single,14830,5,Y,13,8,0,12,3,0,0,0
1816,3,3,2,3,3,45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Male,1,Research Director,Single,56050,1,Y,12,8,2,1,2,1,0,0
1817,3,3,2,2,2,42,No,Travel_Rarely,Research & Development,20,2,Medical,1,Male,2,Sales Representative,Married,72950,1,Y,15,8,0,10,3,9,7,8
1818,3,3,1,1,2,38,No,Travel_Frequently,Sales,4,3,Medical,1,Male,2,Research Scientist,Divorced,23060,2,Y,19,8,1,13,5,4,1,2
1819,3,3,3,4,3,34,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,3,Laboratory Technician,Single,23480,1,Y,14,8,1,6,3,5,1,3
1820,4,3,3,4,4,49,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1,Female,2,Healthcare Representative,Married,89980,1,Y,14,8,2,9,2,9,7,7
1821,4,3,3,4,2,55,Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,1,Male,4,Manufacturing Director,Single,43190,4,Y,11,8,0,12,3,9,7,3
1822,2,3,2,1,3,43,No,Travel_Rarely,Research & Development,25,2,Medical,1,Male,2,Healthcare Representative,Married,61320,6,Y,13,8,0,22,3,4,1,0
1823,2,4,3,4,3,27,No,Travel_Rarely,Sales,2,4,Medical,1,Male,2,Manager,Divorced,33460,1,Y,21,8,1,9,2,9,0,8
1824,3,3,3,3,4,35,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,1,Research Director,Single,108550,3,Y,13,8,1,17,2,8,1,6
1825,2,3,2,2,3,28,No,Travel_Rarely,Sales,1,2,Technical Degree,1,Female,1,Sales Executive,Married,22310,1,Y,12,8,0,8,3,8,7,5
1826,3,3,3,4,1,34,No,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,4,Research Scientist,Married,23230,0,Y,17,8,0,4,2,3,0,2
1827,3,4,3,3,3,26,Yes,Travel_Frequently,Research & Development,22,4,Other,1,Female,1,Sales Executive,Married,20240,1,Y,23,8,0,8,2,8,1,7
1828,3,3,4,4,2,27,No,Non-Travel,Sales,1,3,Technical Degree,1,Female,1,Sales Executive,Married,27130,1,Y,11,8,0,0,2,0,0,0
1829,3,3,1,3,2,51,No,Travel_Rarely,Sales,16,3,Medical,1,Male,3,Research Scientist,Married,94390,2,Y,15,8,3,29,0,20,4,17
1830,3,3,4,2,2,44,No,Travel_Rarely,Sales,24,5,Medical,1,Female,1,Sales Executive,Single,25660,9,Y,11,8,1,10,3,5,2,3
1831,4,3,1,1,2,25,No,Travel_Rarely,Research & Development,17,3,Medical,1,Male,1,Laboratory Technician,Single,199260,7,Y,11,8,3,6,5,4,0,1
1832,2,3,1,1,3,33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,3,Laboratory Technician,Divorced,24510,1,Y,13,8,1,9,3,9,0,8
1833,2,4,3,1,2,35,No,Travel_Rarely,Sales,6,4,Medical,1,Female,2,Manager,Single,94190,1,Y,24,8,1,6,5,6,1,1
1834,3,3,2,4,2,36,No,Travel_Rarely,Sales,10,4,Marketing,1,Male,3,Manager,Married,86860,1,Y,13,8,0,18,2,18,4,11
1835,3,4,2,4,2,32,No,Travel_Rarely,Research & Development,3,4,Medical,1,Female,4,Sales Executive,Divorced,30380,2,Y,20,8,0,8,3,5,0,3
1836,3,3,2,4,2,30,No,Travel_Frequently,Research & Development,4,5,Medical,1,Male,5,Sales Representative,Divorced,30580,9,Y,14,8,1,10,2,5,0,3
1837,4,3,1,4,3,53,No,Travel_Rarely,Sales,6,3,Marketing,1,Male,4,Sales Executive,Married,23250,7,Y,18,8,1,35,1,5,0,4
1838,3,3,4,1,3,45,No,Travel_Rarely,Research & Development,1,5,Technical Degree,1,Male,2,Healthcare Representative,Divorced,20880,4,Y,15,8,3,18,2,5,0,2
1839,1,3,3,3,2,32,No,Travel_Rarely,Sales,10,3,Marketing,1,Female,1,Human Resources,Married,30720,5,Y,12,8,0,9,4,5,1,3
1840,3,3,3,4,3,52,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Male,2,Laboratory Technician,Married,50060,3,Y,16,8,1,31,2,9,0,0
1841,3,3,4,3,3,37,No,Travel_Rarely,Sales,24,2,Life Sciences,1,Female,4,Laboratory Technician,Divorced,42570,4,Y,15,8,0,9,2,1,0,0
1842,3,3,2,4,3,28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Female,1,Healthcare Representative,Divorced,25000,1,Y,16,8,2,6,3,5,0,4
1843,2,3,4,4,1,22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,1,Sales Representative,Married,11020,6,Y,19,8,0,4,3,2,2,2
1844,3,3,1,4,2,44,No,Travel_Rarely,Research & Development,22,3,Medical,1,Female,1,Laboratory Technician,Married,104530,2,Y,11,8,1,10,2,3,0,2
1845,2,3,2,4,3,42,No,Travel_Frequently,Sales,13,4,Life Sciences,1,Female,2,Laboratory Technician,Single,22880,5,Y,16,8,1,8,4,2,2,2
1846,2,4,1,1,3,36,No,Travel_Rarely,Research & Development,14,3,Other,1,Male,2,Research Scientist,Married,39290,0,Y,24,8,0,6,6,5,0,3
1847,3,3,3,1,3,25,No,Travel_Rarely,Sales,11,3,Life Sciences,1,Female,1,Laboratory Technician,Married,23110,1,Y,11,8,1,5,2,5,0,3
1848,2,3,4,3,3,35,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,Female,1,Healthcare Representative,Married,31400,1,Y,13,8,1,17,2,17,5,15
1849,4,3,4,2,NA,35,Yes,Travel_Frequently,Sales,8,2,Marketing,1,Female,1,Laboratory Technician,Divorced,36900,1,Y,13,8,1,10,2,10,7,8
1850,3,3,4,4,3,32,No,Non-Travel,Research & Development,21,3,Life Sciences,1,Male,1,Sales Executive,Divorced,44500,0,Y,13,8,0,4,3,3,0,2
1851,3,3,3,1,4,25,No,Travel_Rarely,Sales,5,3,Marketing,1,Female,4,Research Scientist,Married,27560,1,Y,12,8,2,5,2,5,0,3
1852,3,3,3,1,3,49,No,Travel_Rarely,Sales,9,3,Technical Degree,1,Female,2,Sales Representative,Married,190330,2,Y,18,8,1,7,5,4,0,2
1853,3,4,1,4,2,24,No,Non-Travel,Research & Development,2,5,Technical Degree,1,Male,2,Healthcare Representative,Married,187220,0,Y,22,8,1,6,3,5,3,4
1854,2,3,2,2,3,32,No,Travel_Frequently,Research & Development,12,5,Medical,1,Male,1,Research Scientist,Married,95470,1,Y,13,8,1,10,3,10,5,3
1855,4,3,2,2,3,38,No,Travel_Rarely,Sales,22,2,Medical,1,Male,1,Sales Executive,Married,137340,0,Y,13,8,0,3,3,2,1,2
1856,3,4,3,4,2,42,No,Travel_Rarely,Research & Development,18,1,Technical Degree,1,Female,2,Research Scientist,Married,199990,2,Y,23,8,1,17,6,5,1,3
1857,3,3,4,4,3,31,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Female,3,Sales Executive,Married,22790,3,Y,12,8,1,8,3,6,0,2
1858,3,3,2,3,3,29,Yes,Travel_Rarely,Sales,3,3,Marketing,1,Male,3,Laboratory Technician,Divorced,59160,6,Y,12,8,0,5,2,3,0,2
1859,2,3,1,4,3,53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,1,Sales Representative,Married,20890,5,Y,16,8,0,28,2,2,2,2
1860,4,3,4,2,3,35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,Healthcare Representative,Married,167920,3,Y,12,8,1,16,3,13,4,8
1861,1,3,3,4,3,37,No,Travel_Frequently,Research & Development,13,4,Life Sciences,1,Female,3,Human Resources,Married,35640,5,Y,11,8,0,10,1,5,0,0
1862,4,4,4,4,3,53,No,Travel_Rarely,Research & Development,1,1,Medical,1,Male,1,Sales Executive,Single,44250,6,Y,22,8,1,33,2,12,3,8
1863,3,3,4,4,2,43,No,Travel_Frequently,Research & Development,1,3,Medical,1,Male,1,Laboratory Technician,Married,52650,4,Y,11,8,1,12,4,5,2,2
1864,3,3,3,4,3,47,No,Travel_Rarely,Sales,15,4,Marketing,1,Female,3,Research Director,Married,65530,0,Y,15,8,0,8,2,7,7,7
1865,3,3,1,2,3,37,No,Non-Travel,Research & Development,1,5,Medical,1,Female,2,Research Scientist,Single,62610,1,Y,12,8,0,10,1,10,0,9
1866,3,4,1,1,3,50,No,Non-Travel,Research & Development,17,3,Medical,1,Female,1,Laboratory Technician,Divorced,42980,1,Y,20,8,1,31,6,31,14,7
1867,2,3,4,4,3,39,No,Travel_Rarely,Research & Development,1,3,Other,1,Female,3,Human Resources,Married,68040,8,Y,14,8,1,13,3,5,0,4
1868,3,3,4,2,4,33,No,Travel_Rarely,Sales,7,3,Life Sciences,1,Male,2,Manufacturing Director,Divorced,38150,3,Y,11,8,1,7,3,4,0,3
1869,2,3,1,4,1,32,Yes,Travel_Rarely,Research & Development,9,1,Medical,1,Female,1,Laboratory Technician,Single,27410,1,Y,15,8,1,1,5,1,0,1
1870,4,3,1,4,3,29,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Female,4,Healthcare Representative,Divorced,66730,6,Y,12,8,1,8,2,4,0,3
1871,3,3,2,1,3,44,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,Male,2,Manufacturing Director,Married,76390,1,Y,14,8,0,8,6,8,7,1
1872,3,3,1,4,3,28,No,Travel_Rarely,Sales,24,5,Life Sciences,1,Female,1,Research Scientist,Single,23280,1,Y,11,8,2,4,3,4,0,2
1873,3,3,4,4,2,58,Yes,Travel_Frequently,Sales,9,2,Technical Degree,1,Male,1,Sales Executive,Divorced,21530,9,Y,11,8,0,3,3,1,0,0
1874,3,3,1,2,4,43,No,Travel_Rarely,Sales,7,4,Marketing,1,Male,2,Sales Executive,Divorced,48760,4,Y,16,8,2,4,4,1,0,0
1875,1,3,3,3,2,20,Yes,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Sales Executive,Single,93960,1,Y,12,8,0,2,6,2,0,2
1876,3,3,4,4,2,21,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Sales Executive,Single,104000,1,Y,13,8,1,1,2,1,0,0
1877,3,3,3,4,2,36,No,Travel_Rarely,Research & Development,26,4,Medical,1,Male,1,Laboratory Technician,Married,84740,0,Y,14,8,0,17,3,16,4,11
1878,3,4,4,4,2,47,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Manufacturing Director,Single,99810,1,Y,21,8,1,3,3,3,1,2
1879,3,3,2,3,4,22,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Female,1,Laboratory Technician,Married,124900,0,Y,13,8,0,4,3,3,0,2
1880,4,3,2,4,2,41,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,2,Sales Executive,Divorced,26570,4,Y,11,8,0,10,3,7,1,0
1881,3,4,3,3,3,28,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,3,Manager,Divorced,135910,5,Y,20,8,1,6,2,2,2,2
1882,3,3,4,1,1,39,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Female,4,Human Resources,Married,66960,7,Y,11,8,0,8,3,2,2,2
1883,3,3,2,3,3,27,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,1,Research Scientist,Single,20580,1,Y,14,8,1,1,5,1,0,0
1884,3,3,2,2,3,34,No,Travel_Rarely,Research & Development,12,2,Technical Degree,1,Male,2,Human Resources,Divorced,88650,1,Y,11,8,1,1,0,1,1,0
1885,2,3,3,3,3,42,No,Travel_Rarely,Sales,11,1,Technical Degree,1,Male,2,Human Resources,Single,59400,7,Y,16,8,0,10,2,5,0,3
1886,3,3,3,1,3,33,No,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,Sales Executive,Single,59140,3,Y,16,8,1,6,4,3,0,2
